ID,Form,"Country (Form)","Organization (Form)",Participant,Age,Gender,Address,"Well-Functioning Government","Low Levels of Corruption","Equitable Distribution of Resources","Good Relations with Neighbours","Free Flow of Information","High Levels of Human Capital","Sound Business Environment","Acceptance of the Rights of Others","Positive Peace","Negative Peace","Extra Question 1","Extra Question 2","Extra Question 3","Survey Date"
855,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,6,6,6,6,6,6,6,,,,,,"03 Jun, 2025"
856,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,6,6,6,6,6,6,6,,,,,,"03 Jun, 2025"
857,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,6,6,6,6,6,6,6,6,6,,,,"03 Jun, 2025"
858,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,6,6,6,6,6,6,6,6,6,,,,"03 Jun, 2025"
859,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Male,,4,3,4,3,6,3,5,2,1,1,,,,"03 Jun, 2025"
860,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,5,5,6,6,5,6,5,6,6,,,,"03 Jun, 2025"
861,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,6,6,6,1,6,5,5,6,,,,,,"03 Jun, 2025"
862,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,5,4,5,5,6,4,6,3,4,4,,,,"03 Jun, 2025"
863,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,6,1,4,4,6,6,6,1,4,,,,,"03 Jun, 2025"
864,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,3,4,3,3,3,4,3,2,,,,,,"03 Jun, 2025"
865,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,2,1,2,2,1,2,1,3,2,4,,,,"03 Jun, 2025"
866,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,6,5,6,6,6,1,6,4,6,6,,,,"03 Jun, 2025"
867,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,5,5,4,4,3,3,3,4,,,,,,"03 Jun, 2025"
868,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,6,5,4,6,1,6,4,3,3,,,,"03 Jun, 2025"
869,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,3,4,3,5,1,6,4,3,3,,,,"03 Jun, 2025"
870,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,6,4,6,5,5,5,6,3,5,6,,,,"03 Jun, 2025"
871,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,1,2,3,3,3,3,1,2,,,,,,"03 Jun, 2025"
589,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,6,2,4,6,6,6,6,1,6,6,,,,"03 Jun, 2025"
590,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,3,1,1,2,5,4,5,1,1,2,,,,"03 Jun, 2025"
591,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,1,2,3,6,1,4,1,3,3,,,,"03 Jun, 2025"
592,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,2,2,2,3,2,2,6,2,2,6,,,,"03 Jun, 2025"
593,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,2,2,2,3,6,2,2,3,6,,,,,"03 Jun, 2025"
